"12510","梟式長靴","0","","0","0","1","0","0","","梟式長靴","46990","110","2","4","0","38","0","8","5","44410","1","True","True","False","True","17424","324","False","True","False","0","2","0","12","5","21800","6191","False","False","0","50","0","1","99","0","0","6","129, 4, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","54","95","5","26","3","23","27","27","44","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","True","False","0","True"
"12511","梟式腰帶","0","","0","0","1","0","0","腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。","梟式腰帶","54111","110","2","44","0","39","0","0","5","44410","1","True","True","False","True","10890","246","False","False","False","0","2","0","12","0","0","6192","False","False","0","50","0","1","99","0","0","6","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","41","71","5","18","3","19","27","19","44","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","False","False","0","False"
"12512","","0","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","False","False","False","False","0","0","False","False","False","0","0","0","0","0","0","0","False","False","0","0","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12513","野戰指揮官盔帽","0","","0","0","1","0","0","","野戰指揮官盔帽","40198","160","3","4","0","34","0","3","5","64500","1","True","True","False","True","1000","0","False","False","True","0","2","0","10","6","21800","0","False","False","0","60","0","1","1","0","0","0","295, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","87","153","1","34","2","34","4","34","5","34","3","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"12514","野戰指揮官外套","0","","0","0","1","0","0","","野戰指揮官外套","42439","160","3","4","0","35","0","4","5","64500","1","True","True","False","True","1000","0","False","False","True","0","2","0","13","6","21800","0","False","False","0","60","0","1","1","0","0","0","295, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","117","205","1","54","2","54","3","54","4","54","5","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"12515","野戰指揮官手套","0","","0","0","1","0","0","","野戰指揮官手套","48262","160","3","4","0","37","0","5","5","64500","1","True","True","False","True","1000","0","False","False","False","0","2","0","13","6","21800","0","False","False","0","60","0","1","1","0","0","0","295, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","87","153","1","34","2","34","3","34","4","34","5","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"12516","野戰指揮官工作褲","0","","0","0","1","0","0","","野戰指揮官工作褲","45595","160","3","4","0","36","0","7","5","64500","1","True","True","False","True","1000","0","False","False","False","0","2","0","13","6","21800","0","False","False","0","60","0","1","1","0","0","0","295, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","117","205","1","54","2","54","4","54","5","54","3","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"12517","野戰指揮官筒靴","0","","0","0","1","0","0","","野戰指揮官筒靴","46474","160","3","4","0","38","0","8","5","64500","1","True","True","False","True","1000","0","False","False","False","0","2","0","12","6","21800","0","False","False","0","60","0","1","1","0","0","0","295, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","87","153","1","34","2","34","3","34","4","34","5","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","False","False","0","True"
"12518","靈銀塊","0","","0","0","1","0","0","經過精煉鑄造等工序得到的小靈銀塊。","靈銀塊","20823","120","1","12","0","49","48","0","16","2000","999","False","False","False","False","2376","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12519","靈銀錠","0","","0","0","1","0","0","經過精煉鑄造等工序得到的靈銀錠。","靈銀錠","20824","130","1","12","0","49","48","0","16","2000","999","False","False","False","False","2652","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12520","硬銀塊","0","","0","0","1","0","0","經過精煉鑄造等工序得到的小硬銀塊。","硬銀塊","20825","136","1","12","0","49","48","0","16","2000","999","False","False","False","False","2692","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12521","硬銀錠","0","","0","0","1","0","0","經過精煉鑄造等工序得到的硬銀錠。","硬銀錠","20826","142","1","12","0","49","48","0","16","2000","999","False","False","False","False","2856","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12522","皇金塊","0","","0","0","1","0","0","經過精煉鑄造等工序得到的小皇金塊。","皇金塊","20827","148","1","12","0","49","48","0","16","2000","999","False","False","False","False","2930","6","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12523","皇金錠","0","","0","0","1","0","0","經過精煉鑄造等工序得到的皇金錠。","皇金錠","20828","180","1","12","0","49","48","0","16","2000","999","False","False","False","True","3564","7","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12524","白鈦塊","0","","0","0","1","0","0","經過精煉鑄造等工序得到的小白鈦塊。","白鈦塊","20829","136","1","12","0","49","48","0","16","2000","999","False","False","False","False","2692","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12525","白鈦錠","0","","0","0","1","0","0","經過精煉鑄造等工序得到的白鈦錠。","白鈦錠","20830","142","1","12","0","49","48","0","16","2000","999","False","False","False","False","2856","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12526","精金塊","0","","0","0","1","0","0","經過精煉鑄造等工序得到的小精金塊。","精金塊","20831","148","1","12","0","49","48","0","16","2000","999","False","False","False","False","2958","6","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12527","精金錠","0","","0","0","1","0","0","經過精煉鑄造等工序得到的精金錠。","精金錠","20832","180","1","12","0","49","48","0","16","2000","999","False","False","False","True","3564","7","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12528","靈銀鉚釘","0","","0","0","1","0","0","靈銀製大頭鉚釘。","靈銀鉚釘","21014","125","1","12","0","49","48","0","16","8000","999","False","False","False","False","2652","5","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12529","白鈦鉚釘","0","","0","0","1","0","0","白鈦製大頭鉚釘。","白鈦鉚釘","21014","139","1","12","0","49","48","0","16","8000","999","False","False","False","False","2808","6","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12530","精金鉚釘","0","","0","0","1","0","0","精金製大頭鉚釘。","精金鉚釘","21014","150","1","12","0","49","48","0","16","8000","999","False","False","False","False","3016","6","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12531","靈銀沙","0","","0","0","1","0","0","含有靈銀的沙子。","靈銀沙","21218","115","1","12","0","48","47","0","16","16000","999","False","False","False","False","683","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12532","硬銀沙","0","","0","0","1","0","0","含有硬銀的沙子。","硬銀沙","21219","136","1","12","0","48","47","0","16","16000","999","False","False","False","False","807","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12533","皇金沙","0","","0","0","1","0","0","含有皇金的沙子。","皇金沙","21220","148","1","12","0","48","47","0","16","16000","999","False","False","False","False","879","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12534","靈銀礦","0","","0","0","1","0","0","含有靈銀的礦石。","靈銀礦","21221","130","1","12","0","48","47","0","16","2000","999","False","False","False","False","772","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12535","硬銀礦","0","","0","0","1","0","0","含有硬銀的礦石。","硬銀礦","21223","142","1","12","0","48","47","0","16","2000","999","False","False","False","False","843","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12536","皇金礦","0","","0","0","1","0","0","含有皇金的礦石。","皇金礦","21225","160","1","12","0","48","47","0","16","2000","999","False","False","False","False","950","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12537","白鈦礦","0","","0","0","1","0","0","含有白鈦的礦石。","白鈦礦","21222","136","1","12","0","48","47","0","16","2000","999","False","False","False","False","807","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12538","精金礦","0","","0","0","1","0","0","含有精金的礦石。","精金礦","21224","148","1","12","0","48","47","0","16","2000","999","False","False","False","False","879","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12539","白雲母","0","","0","0","1","0","0","蘊含白色薄片的結晶。","白雲母","21226","142","1","12","0","48","47","0","16","2000","999","False","False","False","False","843","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12540","金雲母","0","","0","0","1","0","0","蘊含金色薄片的結晶。","金雲母","21227","160","1","12","0","48","47","0","16","2000","999","False","False","False","False","950","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12541","水淙石","0","","0","0","1","0","0","水藍色的寶石。","水淙石","21324","130","1","12","0","48","47","0","16","8000","999","False","False","False","False","4452","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12542","虎眼石","0","","0","0","1","0","0","含有金褐色花紋的寶石。","虎眼石","21326","125","1","12","0","48","47","0","16","8000","999","False","False","False","False","4284","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12543","瑪瑙","0","","0","0","1","0","0","含有紅色花紋的寶石。","瑪瑙","21327","120","1","12","0","48","47","0","16","8000","999","False","False","False","False","4284","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12544","星紅石","0","","0","0","1","0","0","紅色的寶石。","星紅石","21269","139","1","12","0","48","47","0","16","8000","999","False","False","False","False","4620","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12545","星藍石","0","","0","0","1","0","0","藍色的寶石。","星藍石","21289","136","1","12","0","48","47","0","16","8000","999","False","False","False","False","4620","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12546","蛋白石","0","","0","0","1","0","0","乳白色的寶石。","蛋白石","21328","142","1","12","0","48","47","0","16","8000","999","False","False","False","False","4704","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12547","黃水晶","0","","0","0","1","0","0","黃色的寶石。","黃水晶","21329","148","1","12","0","48","47","0","16","8000","999","False","False","False","False","4956","4","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12548","貴橄欖石","0","","0","0","1","0","0","綠色的寶石。","貴橄欖石","21330","150","1","12","0","48","47","0","16","8000","999","False","False","False","False","5040","4","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12549","煙晶","0","","0","0","1","0","0","黑色的寶石。","煙晶","21331","133","1","12","0","48","47","0","16","8000","999","False","False","False","False","4536","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12550","紅玉髓","0","","0","0","1","0","0","紅色的寶石。","紅玉髓","21325","145","1","12","0","48","47","0","16","8000","999","False","False","False","False","4788","3","True","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12551","水淙石原石","0","","0","0","1","0","0","含有水淙石成分的原石。","水淙石原石","21472","130","1","12","0","48","47","0","16","6000","999","False","False","False","False","2831","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12552","虎眼石原石","0","","0","0","1","0","0","含有虎眼石成分的原石。","虎眼石原石","21474","125","1","12","0","48","47","0","16","6000","999","False","False","False","False","2722","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12553","瑪瑙原石","0","","0","0","1","0","0","含有瑪瑙成分的原石。","瑪瑙原石","21471","120","1","12","0","48","47","0","16","6000","999","False","False","False","False","2613","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12554","星紅石原石","0","","0","0","1","0","0","含有星紅石成分的原石。","星紅石原石","21471","136","1","12","0","48","47","0","16","6000","999","False","False","False","False","2961","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12555","星藍石原石","0","","0","0","1","0","0","含有星藍石成分的原石。","星藍石原石","21472","136","1","12","0","48","47","0","16","6000","999","False","False","False","False","2961","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12556","蛋白石原石","0","","0","0","1","0","0","含有蛋白石成分的原石。","蛋白石原石","21477","142","1","12","0","48","47","0","16","6000","999","False","False","False","False","3092","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12557","黃水晶原石","0","","0","0","1","0","0","含有黃水晶成分的原石。","黃水晶原石","21474","148","1","12","0","48","47","0","16","6000","999","False","False","False","False","3223","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12558","貴橄欖石原石","0","","0","0","1","0","0","含有貴橄欖石成分的原石。","貴橄欖石原石","21473","150","1","12","0","48","47","0","16","6000","999","False","False","False","False","3267","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12559","煙晶原石","0","","0","0","1","0","0","含有煙晶成分的原石。","煙晶原石","21476","133","1","12","0","48","47","0","16","6000","999","False","False","False","False","2896","2","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"12560","紅玉髓原石","0","","0","0","1","0","0","含有紅玉髓成分的原石。","紅玉髓原石","21471","145","1","12","0","48","47","0","16","6000","999","False","False","False","False","3158","3","False","False","False","0","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
