"219","召喚出寵物「迷你艾達」。<hex:02100103>為了不讓那樁慘劇被人忘卻……","以漆黑的艾達為原型製造的魔法人偶。傳說是某位咒術師為祭奠過去的夥伴而製作的。每過一段時間拿出來看總覺得她的頭髮比以前更長了，嗯，這一定是錯覺。","艾達，你總是這麼慢，<hex:02100103>都是因為你……<hex:02100103>　　　　　　——莉亞維娜","沉重的愛","令範圍內的敵人的防禦力下降50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒","90","40","1","False","False","False","False","True","4"
"220","召喚出寵物「迷你優娜」。<hex:02100103>我已經決定不再迷惘了。","模仿古代英雄優娜製作的魔法人偶。聽說，身為數量極其稀少的召喚士一員的她，為了給世界帶來和平而踏上了旅途。穿著帶有東方風韻的衣服顯得十分美麗。我已經決定不再迷惘了。","優娜要加入戰鬥了！<hex:02100103>　　　　　　——優娜","召喚士的心得","令範圍內我方寵物恢復100點體力。當該寵物為「玩偶」類型時，恢復150點體力。","85","60","3","False","False","True","False","False","7"
"221","召喚出寵物「迷你琉克」。<hex:02100103>我熱血沸騰起來了！","模仿古代英雄琉克製作的魔法人偶。聽說，她為了保護某位召喚士而以護衛的身份與其同行。人偶會突然做出投擲什麼東西的動作，正是再現了她的樣子。我熱血沸騰起來了！","通通交給我嘍！<hex:02100103>　　　　——琉克","調合","設定陷阱。10秒後可透過點選發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。","50","40","4","False","False","True","False","False","2"
"222","召喚出寵物「迷你露露」。<hex:02100103>要我幫你突破極限嗎？","模仿古代英雄露露製作的魔法人偶。為了精巧再現她身為優秀黑魔法師同時又善於使用人偶的特點，製作者給她配上了更小號的人偶。真不愧是職業工匠的手藝。要我幫你突破極限嗎？","能撐到最後嗎？<hex:02100103>　　　　——露露","黑魔法","對範圍內的敵人造成90攻擊力的傷害。","70","40","2","False","False","True","False","False","1"
"223","","","","","","0","0","0","False","False","False","False","False","0"
"224","召喚出寵物「迷你穆恩布瑞達」。<hex:02100103>你這混蛋剛才死哪去了？","模仿穆恩布瑞達製作的魔法人偶。于里昂熱為了整理自己在失去後才察覺到的感情而自己偷偷製作的。人偶的表情如此溫柔，一定模仿的是那個人看向他時的面容吧。","你這混蛋剛才死哪去了？<hex:02100103>　　　　——穆恩布瑞達","雙釘","對距離最近的敵方萌寵之門造成50%的傷害。對已被破壞的萌寵之門無效。","30","35","3","False","True","False","False","False","8"
"225","召喚出寵物「大陸小眼」。<hex:02100103>冥鬼之眼的幼體。被賣給了馬戲團，身世悲慘。","冥鬼之眼的幼體。雖然是從虛無界召喚來的妖異，但是因為太弱，立刻就被獵人抓住了。後來被賣給了大陸馬戲團，身世悲慘。","大陸之眼能將進入它視<hex:02100103>線的一切生物變成南瓜！<hex:02100103>請小心不要被它看到了！<hex:02100103>　　　　——嚮導滑稽藝人","瞪眼","打消範圍內敵人的所有強化效果。","45","40","3","False","True","True","False","False","6"
"226","召喚出寵物「鬥牛小犬」。<hex:02100103>因為性格太過溫柔友善，沒有通過軍犬測試。","在帝國東方堡作為軍犬而被飼養的鬥牛小犬。因為性格太過溫和友善，被認定為不適合成為軍犬。聽說鬥牛犬本來是為了讓人欣賞和魔物搏鬥的姿態而被培育出來的犬種，原本極其凶猛彪悍。","它現在也許還是隻小狗，<hex:02100103>但它長大了能把任何人撕<hex:02100103>成碎片！你們竟然和它靠<hex:02100103>得這麼近！<hex:02100103>　　　　　　——爾．康泰","戰鬥本能","無效化「魔物」類型的寵物對範圍內我方寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒","30","45","2","False","True","False","False","False","3"
"227","召喚出寵物「復活小天使」。<hex:02100103>傳遞愛和治癒的天使人偶。","為人帶來愛與治癒的天使玩偶。據有些接受過復活魔法的人說，他們在半昏迷之中看到過背後長著小翅膀的小孩子在身邊飛來飛去，有心人士便以此製作出了這種玩偶。但有關於這些小孩子是否真的存在還是個疑問。","你就是救我於死亡邊緣，<hex:02100103>彷彿從天而降一般溫柔善<hex:02100103>良的聖女！<hex:02100103>　　　　　——奧爾特芬斯","防禦盾復活","當防禦盾被破壞時，可令其復活。","30","60","2","False","False","False","True","False","9"
"228","召喚出寵物「迷你埃斯蒂尼安」。<hex:02100103>哼……","模仿蒼天之龍騎士埃斯蒂尼安製作的魔法人偶。聽說，製作者之間曾經為了該用藍色還是紅色，甚至是粉色塗裝而爭吵不休。最後他們決定用龍騎士挑戰邪龍前的造型製作。","埃斯蒂尼安！！<hex:02100103>　　　——伊塞勒","超級跳躍","將使用特殊技點數的寵物傳送回我方的中央萌寵之門。","45","20","4","False","True","False","False","False","9"
"229","召喚出寵物「迷你赫拉斯瓦爾格」。<hex:02100103>仿照七大天龍之一的聖龍赫拉斯瓦爾格製作的魔法人偶。","模仿七大天龍之一的聖龍赫拉斯瓦爾格製作的魔法人偶。相傳聖龍和聖女超越種族的愛創造了人龍融合的契機，因此這個製作出來的聖龍眼中也充滿著溫柔。","聖龍赫拉斯瓦爾格啊……<hex:02100103>不難想像這將是一場<hex:02100103>很艱難的交涉。<hex:02100103>　　　　——阿爾菲諾","聖龍的加護","打消範圍內我方身上的弱化效果。","65","50","3","False","False","False","True","False","6"
"230","召喚出寵物「吉吉」。<hex:02100103>封印著時魔法的魔法人偶，是重要的夥伴。","薩雷安的大魔法師庫旺創造的魔法人偶，原名比比。人偶裡封印著時魔法。為了救冒險者和希爾迪布蘭德而用盡力量，現在為了積蓄魔力而陷入休眠中……","我感覺你有著超凡的調<hex:02100103>查員才能！<hex:02100103>　　　——希爾迪布蘭德","時魔法","對距離最近的敵方奧秘核石造成6%的傷害。","60","50","2","False","True","False","False","False","8"
"231","召喚出寵物「人造元靈」。<hex:02100103>為了能和主人一起冒險，獲得了新的身體。","阿爾達希爾用舊的魂石給人造元靈製造了新的身體。為了讓冒險者在不裝備元靈武器的時候也能和人造元靈一起冒險。","什麼……你好像看到人<hex:02100103>造元靈了？！<hex:02100103>　　　　——阿爾達希爾","元靈光輝","令範圍內我方寵物的攻擊力增加25。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","65","55","1","False","False","False","False","True","3"
"232","召喚出寵物「迷你斯卡哈」。<hex:02100103>仿照影之女王斯卡哈製作的魔法人偶，作者不詳。","模仿影之女王斯卡哈製作的魔法人偶，作者不詳。人偶的腳底用艾奧傑亞現代語而非古瑪哈語寫著「獻給我的摯愛」。從人偶異常精緻的造型中可以感受到一種近乎偏執的愛。","這人是何其的以自我為<hex:02100103>中心！哪止是天上，這<hex:02100103>可是全世界都要面臨的<hex:02100103>危機。<hex:02100103>　　　　　——凱特．西","暗影掌","擊退範圍內的敵人。","30","30","3","False","True","False","False","False","9"
"233","召喚出寵物「迷你尼德霍格」。<hex:02100103>仿照七大天龍之一的邪龍尼德霍格製作的魔法人偶。","模仿七大天龍之一的邪龍尼德霍格製作的魔法人偶。尼德霍格帶領龍族和伊修加爾德進行了長達千年的龍詩戰爭，就算被製作成了人偶也依然保持著威嚴。是迷你埃斯蒂尼安的好對手。","鋪天遮地，狂嵐之怨，<hex:02100103>邪龍怒嚎血光濺。<hex:02100103>戰場盡頭，孤影自憐，<hex:02100103>哀之詩消散人間。<hex:02100103>　　　　——異國的詩人","滅絕之詩","對範圍內的敵人造成110攻擊力的傷害。","95","60","3","False","True","True","False","False","1"
"234","召喚出寵物「地獄小犬」。<hex:02100103>魔獸地獄犬的幼獸，目光銳利。","魔獸地獄犬的幼獸。不愧是在虛無界嚴酷的優勝劣汰中活下來的生物，雖然個頭尚小，但目光卻十分銳利。一般很厭惡與人親熱，但只要認定了搭檔，就會忠實地跟隨著對方。","好了，是時候該進<hex:02100103>幽靈船闖一闖了。<hex:02100103>　　　——利奧法德","咆哮","將召喚寵物的冷卻時間縮短一半。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","45","45","4","False","False","True","False","False","9"
"235","召喚出寵物「迷你奧爾．迪」。<hex:02100103>仿照幼龍奧爾．迪製作的魔法人偶。","模仿幼龍奧爾．迪製作的魔法人偶。是莫古利族的工匠莫古京為了對奧爾．迪進行惡作劇而製作出來的。精美的製作展現出了工匠的手藝。","但是抱歉，你的身體似<hex:02100103>乎有點小啊。能搬著沉<hex:02100103>重的石材飛起來嗎？<hex:02100103>　　　　　　——塔雷松","惡作劇","設定陷阱。10秒後可透過點選發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。","55","50","3","False","False","True","False","False","2"
"236","召喚出寵物「發條月亮」。<hex:02100103>月兒圓圓，圓了你我的心弦。<hex:02100103>利用「戳指」可以改變上下位置。","可以用「戳指」來調整其高度的發光燈。能夠很好地掩飾小皺紋的發條太陽在貴婦之中大為流行。鍊金術士公會立刻又著手製作了色調偏冷一些的發條月亮，可以讓貴婦們的皮膚看上去更加白皙透亮。","如果說宿舍長是太陽的<hex:02100103>話，我就是月亮。<hex:02100103>　　　——勒布拉蘇瓦爾","月光","令範圍內我方寵物的攻擊力增加20。當該寵物為「機械」類型時，攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","75","65","2","False","False","True","False","False","3"
"237","召喚出寵物「巧兒海陸行鳥」。<hex:02100103>能夠橫渡大海的陸行鳥之子，然而卻不會游泳。","能夠橫渡大海的陸行鳥之子。自己雖然打死也不肯承認，但其實真的不會游泳。某個熱心人為了防止它溺水給它戴上了救生圈，但它卻得意忘形地跑到了海上，最後只能在海裡漂泊。為了得救，不顧一切地咬住了某個東西，事後才發現那原來是釣鉤。","哈哈哈，陸行鳥真是可<hex:02100103>愛啊。<hex:02100103>　　——希爾迪布蘭德","巨浪","對範圍內的敵人造成100攻擊力的傷害，並且令敵人的防禦力降低40%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","70","25","3","False","False","True","False","False","1"
"238","召喚出寵物「迷你巴茲」。<hex:02100103>以古代英雄為原型製作的魔法人偶。風在呼喚我！","以古代英雄「巴茲」為原型製作的魔法人偶，甚至連他的搭檔陸行鳥「波可」都完美再現了。一起隨風而行，自由自在地踏上冒險之旅吧。真是太有趣了！","這個分類的書裡……沒<hex:02100103>有啊……<hex:02100103>　　　　　　——巴茲","波可！","對範圍內的敵人造成300攻擊力的傷害。不過使用特殊技點數之後寵物會被強制回收。","80","65","4","False","False","True","True","False","1"
"239","召喚出寵物「迷你赤魔法師」。<hex:02100103>以古代英雄為原型製作的魔法人偶。我可不是獵人。","以古代英雄為原型製作的魔法人偶。根據傳說，這是一位既會白魔法又會黑魔法，既能攻也能守的萬能戰士。但是也有一種截然相反的評價，說其無論攻守都是半調子。","……<hex:02100103>——赤魔法師","生麥生米生雞蛋！","令範圍內我方寵物的移動速度提高35%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","50","45","3","False","True","True","True","False","3"
"240","召喚出寵物「妖精小犬」。<hex:02100103>魔獸妖精犬的幼獸，全身充滿殺氣。","魔獸妖精犬的幼獸。由於要不斷與虛無界的魔獸們爭奪地盤，所以儘管年幼，卻全身充滿殺氣。極其自傲且喜愛孤獨，但只要認定了主人，就會忠心耿耿。","真是的，這可不是小野<hex:02100103>狗啊。<hex:02100103>　　　　　　　——席德","噬咬","對敵人的防禦盾造成70%的傷害。對已被破壞的防禦盾無效。","65","35","4","False","False","False","True","False","8"
"241","召喚出寵物「獺獺」。<hex:02100103>一隻水獺離開了水，就只剩下獺了！","離開河流的水獺之子。雖然無法說話，但智力極高，還能使用工具。因此，據說在東方地域，有的達官貴人會訓練這種動物，讓它們成為自己的僕從。","我聽說動物的智慧如果<hex:02100103>達到某個水準，就會擁<hex:02100103>有感情。<hex:02100103>——聖特雷爾莫的部下","迷惑","讓範圍內的敵人增加「動物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","65","35","3","False","False","False","True","False","4"
"242","召喚出寵物「小妖狐」。<hex:02100103>千年妖狐之子，不過卻只是普通的狐狸。","千年妖狐之子。只不過，這隻才出生沒多久，並不像其父母那樣具有魔力，也不能變化成人。這就表示它只是一隻普通的狐狸吧。","啊呀，我們可不想成為<hex:02100103>狐狸的獵物啊。<hex:02100103>　　　　——羅羅特恩","狐狸入睡","令範圍內我方寵物恢復100點體力。當該寵物為「動物」類型時，恢復150點體力。","65","50","3","False","True","False","False","False","7"
"243","召喚出寵物「虎斑次郎」。<hex:02100103>黃色虎斑貓幼崽。太郎在哪？","非常可愛的黃色虎斑小貓。在險些成為惡名菁英盤中餐的時候被老練的魔物獵人救了下來。為它取名的獵人說，哪怕只把它自己救出來也好。太郎在哪呢？","小心，小貓咪好像在準<hex:02100103>備著什麼！<hex:02100103>　　　　——阿爾迪斯","野生的衝動","令範圍內敵人的移動速度降低70%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒","65","40","4","False","False","True","False","False","4"
"244","召喚出寵物「龍之孫」。<hex:02100103>龍之子的幼體。孩子的孩子是孫子。","龍之子的幼體。面對突如其來的魚叉，它雖然想要躲閃，但卻條件反射地把尾巴纏了上去，最終還是被捉到了，真是可憐。不過在大海之外的世界中卻出人意料地受歡迎，現在依然生氣勃勃。","我這正好有多餘的漁叉，<hex:02100103>你也試試！<hex:02100103>　　——找魚的甲人族","奪取陷阱","將敵方設定的陷阱作為己方陷阱發動。如果是攻擊陷阱，則傷害是原傷害的1.5倍。","45","40","2","False","False","True","False","False","1"
"245","召喚出寵物「刺球球」。<hex:02100103>刺球爆彈怪的幼體。不會爆炸。","刺球爆彈怪的幼體。因為一感覺到危機就會膨脹，再加上油脂豐富極易燃燒等特點很像生活在西方的傳說中的妖異「爆彈怪」，所以就被人們取了這樣的名字。但其實並不是爆彈怪的一種。","對了，用刺球爆彈怪不<hex:02100103>就行了嗎？！<hex:02100103>　　　　　　——名吉","巨大化","令範圍內我方寵物的防禦力增加20。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","25","30","2","False","False","True","True","False","3"
"246","召喚出寵物「分福」。<hex:02100103>擅長變化的貉狸幼獸。我是來報恩噠！","雇員得到的茶釜。真實身份好像是一隻貉狸幼獸，因為跟別人比試變化的能力，結果變不回原形了。雇員覺得它可憐，想讓它暫時先跟著身手高強的冒險者一起修行，所以就把它帶回來了。","滴水之恩尚需湧泉相報，<hex:02100103>何況是救命之恩。<hex:02100103>　　　　　　——飛燕","分福茶釜","令使用特殊技點數的寵物的防禦力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","30","80","3","False","False","False","True","False","3"
"247","召喚出寵物「旅雀兒」。<hex:02100103>離家出走的家麻雀。來一場說走就走的旅行。","在巴兒達木霸道遇到的家麻雀。原本是生活在延夏農村的，但卻厭倦了整日只吃田裡害蟲的生活，所以想出去冒險。在旅途中遇到了胡鷹，為了變得像人家一樣強，就模仿起了胡鷹的幼鳥。","這些麻雀會自己去吃害<hex:02100103>蟲，是很好的小夥伴。<hex:02100103>　　　　　　——上田","啾啾！","令範圍內敵人的防禦力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒","30","35","2","False","False","True","False","False","4"
"248","召喚出寵物「迷你莉瑟」。<hex:02100103>仿照莉瑟製作的魔法人偶。帕帕力莫，看著吧……","由拂曉的資金管理人、心靈手巧的裁縫塔塔露精心製作的魔法人偶。再現了阿拉米格美麗的民族服飾。雖然外表看上去像舞女，但絕不是舞女。","既然她肯摘掉面具，<hex:02100103>就表示她已經釋懷了。<hex:02100103>　　　　　——阿爾菲諾","最終天堂","對範圍內的敵人造成230攻擊力的傷害。","55","40","4","False","True","True","False","False","1"
"249","召喚出寵物「新型迷你夕霧」。<hex:02100103>一個夕霧是遠遠不夠的。","模仿夕霧的外形所製作的魔法人偶。據說是烈士庵的某位人偶師在冒險者攜帶的人偶的啟發下製作出來的。原本是為了紀念多瑪解放而投入生產，後來卻被人獻給了黃金港奉行……","明白……<hex:02100103>　——夕霧","暗殺刃","對範圍內的敵人每秒造成10點持續傷害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒","90","50","4","True","False","False","False","False","1"
"250","召喚出寵物「迷你豪雪」。<hex:02100103>仿照豪雪製作的魔法人偶。劈風斬浪！","模仿豪雪的外形所製作的魔法人偶。再現了東洲奧薩德次大陸邊境國多瑪的武士大將威風凜凜的姿態。作為被人傳頌的劍豪，人偶的腰間也掛著他的愛刀左文字的模型。","帝國兵還告訴我們如果<hex:02100103>看到要立即通報呢！<hex:02100103>　　　　　　　——一畝","居合","對範圍內的敵人造成150攻擊力的傷害，並且令敵人的防禦力降低30%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","60","30","2","True","False","False","True","False","1"
"251","召喚出寵物「迷你夜露」。<hex:02100103>以夜露為原型製作的魔法人偶。啊哈！","模仿夜露的外形製作的魔法人偶。似乎是某個雕金匠按照東方傳來的美人畫製作的。面容妖豔的她據說曾經是多瑪紅極一時的藝伎。","那個叫夜露的到底是多<hex:02100103>喜歡折磨多瑪人啊……<hex:02100103>　　　　　　——阿莉塞","熄菸袋","設定陷阱。10秒後可透過點選發動陷阱按鈕起爆。對範圍內的敵人造成180攻擊力的傷害。","55","30","4","False","False","False","True","False","2"
"252","召喚出寵物「迷你格林瓦特」。<hex:02100103>哇哈哈哈！","模仿格林瓦特的外形所製作的魔法人偶。據說是為了確認與魔導裝置的融合手術順序而製作的模型。到處都記有用帝國公共語寫下的注意事項。是足以印證帝國軍殘忍無情的物證之一。","哇哈哈哈哈！<hex:02100103>今天我是走了大運了！<hex:02100103>——格林瓦特","鏈鋸槍","擊退範圍內的敵人，並造成90攻擊力的傷害。","80","45","2","False","True","False","False","False","1"
"253","召喚出寵物「迷你鯰魚精」。<hex:02100103>以鯰魚精為原型製作的魔法人偶噗！","以鯰魚精為原型製作的魔法人偶。由遠東之國的人偶師們製作，很久以前就在黃金港被人們當成土特產販賣。據說在近東的薩維奈曾經紅極一時。","哎噗？<hex:02100103>找我有什麼事噗？<hex:02100103>　　　　　——魚道","歪點子","打消範圍內敵人的所有強化效果。","60","55","3","False","False","True","True","False","6"
"254","召喚出寵物「伊沃恩玩偶」。<hex:02100103>以雙豹伊沃恩為原型製作的魔法人偶。拍地！擊打！豹怒！","以雙豹伊沃恩為原型製作的魔法人偶……照理說是這樣，但它卻會動。調查之後並沒有在內部發現類似機關之類的構造，但它還是會動。看來只能當它是被什麼附身了。","哼！<hex:02100103>——伊沃恩","靈丹","令萌寵之門內寵物的體力恢復量變為2倍。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒","65","55","3","False","True","False","True","False","9"
"255","召喚出寵物「迷你奇美拉」。<hex:02100103>由賣不出去的碎布頭縫出來的玩偶。品味真差。","以妖異玩偶奇美拉為原形製作的奇形怪狀的魔法人偶。「居然有人能設計出品味這麼差的人偶」，說到這裡突然想到人偶的作者是誰，於是不禁嚥下了後半句話。這就是所謂的大人吧。","這周邊有很多恢復了野<hex:02100103>性的合成獸。隨便走動<hex:02100103>會很危險的。<hex:02100103>　　　　——阿爾菲諾","噩夢","降低範圍內敵人特殊技點數最大值的50%。","55","60","3","False","False","True","True","False","4"
